Barcode,Product Name,Product Description,Cost Price,Selling Price,Tax Percentage,Category Name
062067382413,Corona Extra 6 x 330 ml,Corona Extra 6 x 330 ml,0.00,19.20,13.00,ALCOHOL
062067547355,michelob ultra,michelob ultra,0.00,3.94,13.00,ALCOHOL
062067382161,Stella Artois 6 x 473ml,Stella Artois 6 x 473ml,0.00,24.21,13.00,ALCOHOL
056327025080,coors seltzer 7%,coors seltzer 7%,0.00,4.04,13.00,Alcoholic Cocktails
777550513471,Craze chocolays,Craze chocolays,0.00,5.19,13.00,BAKERY
055742576344,Jumbo Hamburger Bun,Jumbo Hamburger Bun,0.00,6.20,13.00,BAKERY
06797231,PASSION FLAKIE,PASSION FLAKIE,0.00,2.81,13.00,BAKERY
056327014930,Arizona Hard 473,Arizona Hard 473,0.00,3.93,13.00,Beer
883043000844,Black Fly Sour Raspberry 473 ML,Black Fly Sour Raspberry 473 ML,3.83,4.04,13.00,Beer
883043002763,Black Fly Vodka Black Cherry 473ML,Black Fly Vodka Black Cherry 473ML,3.00,4.04,13.00,Beer
883043000028,Black fly vodka cranberry 4*400,Black fly vodka cranberry 4*400,0.00,13.95,13.00,Beer
062067351358,blue 473 ml,blue 473 ml,0.00,2.91,13.00,Beer
062067567353,bud light 473ml,bud light 473ml,0.00,3.48,13.00,Beer
062067567384,Bud light 6 Pack,Bud light 6 Pack,0.00,20.70,13.00,Beer
062067335358,budweiser,budweiser,0.00,3.48,13.00,Beer
062067335709,Budweisr 710ml,Budweisr 710ml,0.00,5.62,13.00,Beer
062067335389,Budwieser 6pk 473ml,Budwieser 6pk 473ml,0.00,20.36,13.00,Beer
062067423529,Busch Bullet,Busch Bullet,0.00,6.60,13.00,Beer
062067423222,Busch Ice,Busch Ice,0.00,18.10,13.00,Beer
062067376191,bush ice single,bush ice single,0.00,3.03,13.00,Beer
082000802396,CAPTAIN MORGAN MANGO MAI TAI 355ML,CAPTAIN MORGAN MANGO MAI TAI 355ML,2.23,3.48,13.00,Beer
056327004146,carling,carling,0.00,2.91,13.00,Beer
056327016224,Carling lager,Carling lager,0.00,17.43,13.00,Beer
056327007956,Coors 6 pack,Coors 6 pack,0.00,21.02,13.00,Beer
062067382338,corona   473 ml,corona   473 ml,0.00,4.61,13.00,Beer
062067382345,Corona Extra,Corona Extra,0.00,26.01,13.00,Beer
051497458348,Cottage spring pink lemonade 473,Cottage spring pink lemonade 473,0.00,4.16,13.00,Beer
5741000465684,Fax Premium,Fax Premium,0.00,3.48,13.00,Beer
5741000500057,Faxe Amber 473,Faxe Amber 473,0.00,2.91,13.00,Beer
870766000985,Flying monkey velvet bubble load 473,Flying monkey velvet bubble load 473,0.00,4.61,13.00,Beer
5000213015414,Guiness 500 ML,Guiness 500 ML,0.00,4.90,13.00,Beer
083820123609,guniess 4 pack,guniess 4 pack,0.00,17.53,13.00,Beer
072890000033,heinekel 6 pack 330ml bottle,heinekel 6 pack 330ml bottle,0.00,23.00,13.00,Beer
72890000224,HEINEKEN 330UNIT,HEINEKEN 330UNIT,0.00,3.58,13.00,Beer
072890000026,Heineken 500ml,Heineken 500ml,0.00,4.04,13.00,Beer
2890000033,Heineken 6* 330Ml Bottle,Heineken 6* 330Ml Bottle,15.81,19.78,13.00,Beer
072890004758,Heineken 6pk,Heineken 6pk,0.00,24.09,13.00,Beer
072890000224,Heineken Bottle 330ml,Heineken Bottle 330ml,0.00,3.50,13.00,Beer
776029703085,james ready 6 473 ml,james ready 6 473 ml,1.78,2.95,13.00,Beer
062067380624,Labatt Blue 6 pack,Labatt Blue 6 pack,0.00,17.44,13.00,Beer
7031000170,Laker Ice 473ML Can,Laker Ice 473ML Can,2.12,2.66,13.00,Beer
620707106586,Laker Ice 6x473ml,Laker Ice 6x473ml,1.00,15.00,13.00,Beer
620707554462,Laker Lager 6*473ML,Laker Lager 6*473ML,13.00,15.81,13.00,Beer
062067860539,Lawenbrau 473,Lawenbrau 473,0.00,2.91,13.00,Beer
062067423246,Lowenbrau 6tc,Lowenbrau 6tc,0.00,17.44,13.00,Beer
628669010101,Mad Tom IPA,Mad Tom IPA,0.00,4.61,13.00,Beer
062067333538,maximum ice  473 ml,maximum ice  473 ml,0.00,3.48,13.00,Beer
062067547539,Michelob Ultra,Michelob Ultra,0.00,24.99,13.00,Beer
062067421600,Mikes Hard Lemonade 473,Mikes Hard Lemonade 473,0.00,4.04,13.00,Beer
056327073937,molson 473 ml,molson 473 ml,0.00,3.48,13.00,Beer
056327007949,molson 6 pack,molson 6 pack,0.00,20.70,13.00,Beer
056327006010,Molson Canadian 710ml,Molson Canadian 710ml,0.00,5.50,13.00,Beer
056327014145,Molson Cold shot,Molson Cold shot,0.00,6.60,13.00,Beer
056327024762,Molson Cold Shots Max,Molson Cold Shots Max,0.00,3.48,13.00,Beer
056327703414,molson dry 710 ml,molson dry 710 ml,2.69,4.04,13.00,Beer
776029701548,moose head  473 ml,moose head  473 ml,0.00,3.48,13.00,Beer
776029703092,Moosehead 6*473ML,Moosehead 6*473ML,15.35,20.82,13.00,Beer
056910401338,old milwaukee  473 ml,old milwaukee  473 ml,0.00,2.91,13.00,Beer
056910402502,old milwaukee  blue 473 ml,old milwaukee  blue 473 ml,0.00,2.91,13.00,Beer
056910402540,Old Milwaukee 6 pack,Old Milwaukee 6 pack,0.00,15.01,13.00,Beer
056910401345,old milwaukee 6PK,old milwaukee 6PK,0.00,15.01,13.00,Beer
056910414734,Pabst Blue Ribbon 6 pk,Pabst Blue Ribbon 6 pk,0.00,17.45,13.00,Beer
698614021278,Red Stripe Lager 6*330ml,Red Stripe Lager 6*330ml,0.00,20.36,13.00,Beer
620213250124,REV PET VODKA BEV 437ML,REV PET VODKA BEV 437ML,2.23,3.48,13.00,Beer
056327004948,Rickards Red 473 ML,Rickards Red 473 ML,0.00,4.61,13.00,Beer
056910605064,Sapporo 6 pk,Sapporo 6 pk,0.00,25.79,13.00,Beer
082000785552,Smirnoff ice berry blast 473,Smirnoff ice berry blast 473,0.00,4.00,13.00,Beer
082000773900,SMIRNOFF ICE ORIGINAL 473ML,SMIRNOFF ICE ORIGINAL 473ML,2.38,3.70,13.00,Beer
675325010005,Somersby 473ML,Somersby 473ML,0.00,4.04,13.00,Beer
086428230502,Tiger Lager 500 ml,Tiger Lager 500 ml,0.00,4.16,13.00,Beer
087692007470,Twisted tea original 473,Twisted tea original 473,0.00,4.04,13.00,Beer
087692018551,Twisted tea pineapple,Twisted tea pineapple,0.00,4.00,13.00,Beer
848819000015,White Claw Mango 473ML,White Claw Mango 473ML,3.39,4.04,13.00,Beer
848819000947,white claw passion fruit,white claw passion fruit,3.79,4.38,13.00,Beer
2437606766407,Peach Tea Peach,Peach Tea Peach,0.00,2.25,13.00,bevrages
742271563272,Fuzion keepbest,Fuzion keepbest,0.00,19.20,13.00,BONG AND PIPES
5421578602765,HAPPY VALEMTINE 6INH,HAPPY VALEMTINE 6INH,0.00,5.64,13.00,BONG AND PIPES
624274515444,Adaptor Plug,Adaptor Plug,0.00,3.38,13.00,Cables and Chargers
058496467494,058496467494,BOUNTY,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
061200018769,061200018769,061200018769,1.18,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
064900227035,5 gum acsent,5 gum acsent,0.00,3.49,13.00,"CANDY,GUMS & CHOCOLATES"
064900408403,5 gum cobalt,5 gum cobalt,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
064900429170,5 gum flood,5 gum flood,0.00,3.49,13.00,"CANDY,GUMS & CHOCOLATES"
064900423987,5 gum prism,5 gum prism,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
064900408380,5 gum rain,5 gum rain,0.00,3.49,13.00,"CANDY,GUMS & CHOCOLATES"
073390002015,AIRHEAD 15.6G CHERRY,AIRHEAD 15.6G CHERRY,0.00,0.61,13.00,"CANDY,GUMS & CHOCOLATES"
073390002206,AIRHEADS 15.6G BLUE RASPBERRY,AIRHEADS 15.6G BLUE RASPBERRY,0.00,0.60,13.00,"CANDY,GUMS & CHOCOLATES"
073390002039,AIRHEADS 15.6G WATER MELON,AIRHEADS 15.6G WATER MELON,0.00,0.99,13.00,"CANDY,GUMS & CHOCOLATES"
073390016463,airheads sour,airheads sour,0.00,0.75,13.00,"CANDY,GUMS & CHOCOLATES"
060631932507,BABY DIPPER SOUR  38G,BABY DIPPER SOUR  38G,1.50,2.81,13.00,"CANDY,GUMS & CHOCOLATES"
06105422,CADBURY CARAMILK,CADBURY CARAMILK,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
061200225952,CADBURY CRUNCHIE,CADBURY CRUNCHIE,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
06109224,Caramilk,Caramilk,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
059642370019,CRY BABY,CRY BABY,0.54,2.00,13.00,"CANDY,GUMS & CHOCOLATES"
059642340012,Cry Baby Assorted Gum Balls 36g,Cry Baby Assorted Gum Balls 36g,0.00,1.75,13.00,"CANDY,GUMS & CHOCOLATES"
061200018424,Dairy Milk 38g,Dairy Milk 38g,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
061200018448,DAIRY MILK FRUIT & NUT 38GM,DAIRY MILK FRUIT & NUT 38GM,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
073390055615,Dentyne Ice,Dentyne Ice,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
073390055875,DENTYNE ICE SPEARMINT 12 PCS,DENTYNE ICE SPEARMINT 12 PCS,1.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
05964253,Double Bubble,Double Bubble,0.00,0.28,13.00,"CANDY,GUMS & CHOCOLATES"
059642340005,Double Bubble Gum Balls 36g,Double Bubble Gum Balls 36g,0.00,1.75,13.00,"CANDY,GUMS & CHOCOLATES"
059642370002,DUBBLE BUBBLR 6PCS,DUBBLE BUBBLR 6PCS,0.54,2.00,13.00,"CANDY,GUMS & CHOCOLATES"
064900000324,EXCEL,EXCEL,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
064900000317,Excel spearmint 12 pc singkles,Excel spearmint 12 pc singkles,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
064900409554,excel white bubble gum gum,excel white bubble gum gum,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
06202945,FERRERO ROCHER,FERRERO ROCHER,0.00,3.24,13.00,"CANDY,GUMS & CHOCOLATES"
05899753,Fishermans Friend,Fishermans Friend,0.00,3.96,13.00,"CANDY,GUMS & CHOCOLATES"
057700229958,Halls cherry flavour sugarfree,Halls cherry flavour sugarfree,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
057700212752,HALLS EXTRA FORT,HALLS EXTRA FORT,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
057700628805,halls honey lemon,halls honey lemon,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
057700229972,halls regular,halls regular,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
057700853863,halls vitamin c citrus,halls vitamin c citrus,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
06811307,HERSHEYS COOKIES & CRACKERS N CREME S,HERSHEYS COOKIES & CRACKERS N CREME S,0.00,3.24,13.00,"CANDY,GUMS & CHOCOLATES"
05663135,"HERSHEYS MILK CANDY,GUMS & CHOCOLATES","HERSHEYS MILK CANDY,GUMS & CHOCOLATES",0.00,3.24,13.00,"CANDY,GUMS & CHOCOLATES"
064900000881,HUBBA BUBBA MX ORI,HUBBA BUBBA MX ORI,0.00,2.81,13.00,"CANDY,GUMS & CHOCOLATES"
771047240017,"Huer CANDY,GUMS & CHOCOLATES Cup Gummy 1","Huer CANDY,GUMS & CHOCOLATES Cup Gummy 165g",0.00,4.51,13.00,"CANDY,GUMS & CHOCOLATES"
06884701,ice vbreakers berry splash,ice vbreakers berry splash,0.00,3.94,13.00,"CANDY,GUMS & CHOCOLATES"
017082879035,JACK LIKS PEPPRONI 22G,JACK LIKS PEPPRONI 22G,0.00,1.50,13.00,"CANDY,GUMS & CHOCOLATES"
017082879011,JACK LIKS PEPPRONI 22G HOT,JACK LIKS PEPPRONI 22G HOT,0.00,1.57,13.00,"CANDY,GUMS & CHOCOLATES"
064900409653,juicy fruit original,juicy fruit original,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
062020000682,KINDER BUENO,KINDER BUENO,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
06202343,Kinder Chocolate,Kinder Chocolate,0.00,1.99,13.00,"CANDY,GUMS & CHOCOLATES"
06202644,KINDER EGG,KINDER EGG,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
083933232878,KOOL-AID LOLLIPOP DIPPERS,KOOL-AID LOLLIPOP DIPPERS,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
058496812317,"M & M CANDY,GUMS & CHOCOLATES 48G","M & M CANDY,GUMS & CHOCOLATES 48G",0.00,2.81,13.00,"CANDY,GUMS & CHOCOLATES"
058496812324,M & M PEANUT 49G,M & M PEANUT 49G,0.00,2.81,13.00,"CANDY,GUMS & CHOCOLATES"
040000497523,M&M MILK CHOC 87.9G,M&M MILK CHOC 87.9G,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
058496328733,MARS,MARS,0.00,2.49,13.00,"CANDY,GUMS & CHOCOLATES"
057700215876,MAYNARDS FUZZY PEACH 64G,MAYNARDS FUZZY PEACH 64G,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
057700221921,MAYNARDS SOUR PATCH KIDS 60G,MAYNARDS SOUR PATCH KIDS 60G,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
073390000110,MEMTOS MINT,MEMTOS MINT,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
073390000165,Mentos fruit,Mentos fruit,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
079200370107,NERDS GRAPE 46.7G,NERDS GRAPE 46.7G,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
079200066369,NERDS GUMMY CLUSTERS 142G,NERDS GUMMY CLUSTERS 142G,0.00,5.64,13.00,"CANDY,GUMS & CHOCOLATES"
059800000116,NESTLE AERO,NESTLE AERO,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
059800523110,NESTLE AERO MINT,NESTLE AERO MINT,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
059800000215,NESTLE GENERAL ITEMS CRISP,NESTLE GENERAL ITEMS CRISP,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
05980331,NESTLE KIT KAT,NESTLE KIT KAT,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
05986034,NESTLE SMARTIES,NESTLE SMARTIES,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
062020050526,Nutella Bread Sticks,Nutella Bread Sticks,0.00,3.94,13.00,"CANDY,GUMS & CHOCOLATES"
850079218703,Peel Pop,Peel Pop,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
850079218666,Peel pop,Peel pop,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
850079218673,Peel Pop,Peel Pop,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
850079218642,Peel pop,Peel pop,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
850079218710,Peel Pop,Peel Pop,0.00,3.38,13.00,"CANDY,GUMS & CHOCOLATES"
667888590582,Peelrrz,Mango Candy,0.00,3.94,13.00,"CANDY,GUMS & CHOCOLATES"
056600793217,REESES 3 CUP,REESES 3 CUP,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
041116005190,RING POP,RING POP,0.00,1.50,13.00,"CANDY,GUMS & CHOCOLATES"
859162007620,RXBAR,RXBAR,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
24435,RXBAR,RXBAR,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
859162007606,RXBAR,RXBAR,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
859162007583,RXBAR,RXBAR,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
872590000155,SESAME SNAPS,SESAME SNAPS,0.00,1.13,13.00,"CANDY,GUMS & CHOCOLATES"
058496829605,SKITTLES ORIGINAL 61G,SKITTLES ORIGINAL 61G,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
058496894917,SKITTLESSOUR 51G,SKITTLESSOUR 51G,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
058496422394,SNICKERS,SNICKERS,0.00,2.50,13.00,"CANDY,GUMS & CHOCOLATES"
062020005618,tic tac freshmint,tic tac freshmint,0.00,2.54,13.00,"CANDY,GUMS & CHOCOLATES"
062020005649,tic tac fruit,tic tac fruit,0.00,3.01,13.00,"CANDY,GUMS & CHOCOLATES"
058496352776,TWIX,TWIX,0.00,2.25,13.00,"CANDY,GUMS & CHOCOLATES"
064900409677,WRIGLEY'S DOUBLE MINT,WRIGLEY'S DOUBLE MINT,0.00,3.72,13.00,"CANDY,GUMS & CHOCOLATES"
197111051998,Teco Earphones,Teco Earphones,0.00,13.55,13.00,cell phone accesroies
197111058195,USB-C Earphones,USB-C Earphones,0.00,13.55,13.00,cell phone accesroies
757528050832,80 GM KABOOM,TAKIS,0.00,2.25,13.00,CHIPS
060410020197,Cheetos puffs,Cheetos puffs,0.00,1.13,13.00,CHIPS
060410020203,Doritos nacho,Doritos nacho,0.00,1.13,13.00,CHIPS
060410009673,LAYS BAR BQ 28G,LAYS,0.00,1.13,13.00,CHIPS
060410050910,lays classic,lays classic,0.00,1.13,13.00,CHIPS
060410079393,LAYS DILL PICKLE 220GM,LAYS DILL PICKLE 220GM,0.00,5.64,13.00,CHIPS
060410080054,Lays Hot N Sweet,Lays Hot N Sweet,0.00,5.64,13.00,CHIPS
060410079430,lays kechup big 220g,lays kechup big 220g,0.00,5.64,13.00,CHIPS
060410079980,LAYS MAGIC MASALA 200GM,LAYS MAGIC MASALA 200GM,2.99,5.64,13.00,CHIPS
060410901656,MISS VICKS SEA SALT 55G,MISS VICKS SEA SALT 55G,2.69,3.04,13.00,CHIPS
064100119352,Pringles BBQ 68g,Pringles BBQ 68g,0.00,3.01,13.00,CHIPS
064100150546,PRINGLES HOT ONES 156G,PRINGLES HOT ONES 156G,2.89,4.51,13.00,CHIPS
060410055076,RUFFELS CREAM ONION 28G,RUFFELS,0.00,1.13,13.00,CHIPS
060410021842,Ruffles,Ruffles,0.00,1.13,13.00,CHIPS
060410079478,salt nd vinegar lays,salt nd vinegar lays,0.00,5.64,13.00,CHIPS
064100852624,Sour Cream Onion 68g,Sour Cream Onion 68g,0.00,3.01,13.00,CHIPS
757528052935,TAKIS FUEGO 260GM,TAKIS FUEGO 260GM,4.19,4.51,13.00,CHIPS
829515301378,VAGGIE ORIG.,SENSIBLE,0.00,4.51,13.00,CHIPS
829515308582,VEGGIE ORIGINAL,VEGGIE,0.00,4.28,13.00,CHIPS
829515324629,ZESTY RANCH,VEGGIE,0.00,5.64,13.00,CHIPS
060410086407,060410086407,060410086407,0.00,5.64,13.00,CHIPS & SNACKS
060410048665,all dressed 60g,all dressed 60g,0.00,2.70,13.00,CHIPS & SNACKS
060410047231,ALl dresssed CHIPS & SNACKS,ALl dresssed CHIPS & SNACKS,3.17,6.20,13.00,CHIPS & SNACKS
060410047262,BBQ  CHIPS & SNACKS,BBQ  CHIPS & SNACKS,3.17,6.22,13.00,CHIPS & SNACKS
060410048474,Diritos Nacho 70g,Diritos Nacho 70g,1.09,2.70,13.00,CHIPS & SNACKS
060410054383,DOR BLD BBQ 235G,DOR BLD BBQ 235G,3.36,6.09,13.00,CHIPS & SNACKS
060410054468,DOR COL RNC 235G,DOR COL RNC 235G,3.12,6.22,13.00,CHIPS & SNACKS
060410054406,DOR NCH CHS,DOR NCH CHS,3.36,6.09,13.00,CHIPS & SNACKS
060410054420,DOR SWT CHL 235G,DOR SWT CHL 235G,3.36,6.09,13.00,CHIPS & SNACKS
060410054444,DOR ZSTY CH 235G,DOR ZSTY CH 235G,3.36,6.09,13.00,CHIPS & SNACKS
064900000447,EXCEL POLAR,EXCEL POLAR,0.00,2.50,13.00,CHIPS & SNACKS
060410053317,FL MISS VICKIES SPICY DILL P,FL MISS VICKIES SPICY DILL P,3.36,6.20,13.00,CHIPS & SNACKS
060410061084,FL OVEN BAKED BBQ 177G,FL OVEN BAKED BBQ 177G,0.00,6.09,13.00,CHIPS & SNACKS
060410047224,FL RUFFLES REGULAR,FL RUFFLES REGULAR,0.00,6.22,13.00,CHIPS & SNACKS
060410042526,ket,ket,0.00,2.47,13.00,CHIPS & SNACKS
060410080078,Lays,Lays,0.00,5.64,13.00,CHIPS & SNACKS
060410047019,LAYS CLASSIC 235G,LAYS CLASSIC 235G,0.00,5.64,13.00,CHIPS & SNACKS
060410048603,Lay's Classic 60g,Lay's Classic 60g,1.09,2.70,13.00,CHIPS & SNACKS
060410047118,LAYS LIGHTLY SALTED 235G,LAYS LIGHTLY SALTED 235G,3.44,6.09,13.00,CHIPS & SNACKS
060410047040,LAYS WAVY ORIGINAL 235G,LAYS WAVY ORIGINAL 235G,3.44,6.09,13.00,CHIPS & SNACKS
060410071830,Miss Vickie's Origianl 55g,Miss Vickie's Origianl 55g,0.00,2.70,13.00,CHIPS & SNACKS
060410073773,MISS VICKIES SOUR CREAM & ONION,MISS VICKIES SOUR CREAM & ONION,0.00,6.09,13.00,CHIPS & SNACKS
060410046678,original  CHIPS & SNACKS,original  CHIPS & SNACKS,3.36,6.20,13.00,CHIPS & SNACKS
064100147973,Pringles All Dressed,Pringles All Dressed,0.00,5.64,13.00,CHIPS & SNACKS
064100111370,PRINGLES BBQ,PRINGLES BBQ,0.00,5.64,13.00,CHIPS & SNACKS
064100159396,Pringles Masala,Pringles Masala,0.00,5.64,13.00,CHIPS & SNACKS
064100852617,Pringles Origianl 67g,Pringles Origianl 67g,0.00,3.01,13.00,CHIPS & SNACKS
064100111332,PRINGLES ORIGINAL,PRINGLES ORIGINAL,0.00,5.64,13.00,CHIPS & SNACKS
064100111417,PRINGLES SALT & VINEGAR,PRINGLES SALT & VINEGAR,0.00,5.64,13.00,CHIPS & SNACKS
064100159372,Pringles Sauce chilly,Pringles Sauce chilly,0.00,5.64,13.00,CHIPS & SNACKS
064100111356,PRINGLES SOUR CREAM& ONION,PRINGLES SOUR CREAM& ONION,0.00,5.64,13.00,CHIPS & SNACKS
064100159433,Pringles Spicy hot pot,Pringles Spicy hot pot,0.00,5.64,13.00,CHIPS & SNACKS
060410047217,regular CHIPS & SNACKS,regular CHIPS & SNACKS,3.17,6.20,13.00,CHIPS & SNACKS
060410075098,RUFFLES CHEDDAR & SOUR CREAM,RUFFLES CHEDDAR & SOUR CREAM,0.00,6.09,13.00,CHIPS & SNACKS
060410046715,Sea salt & malt vinegar,Sea salt & malt vinegar,0.00,6.22,13.00,CHIPS & SNACKS
060410029886,Smart food,Smart food,0.00,6.09,13.00,CHIPS & SNACKS
060410029909,SMARTFOOD MOVIE NIGHT BUTTER,SMARTFOOD MOVIE NIGHT BUTTER,0.00,6.22,13.00,CHIPS & SNACKS
060410006139,Smartfood White Cheddar 45g,Smartfood White Cheddar 45g,0.00,2.70,13.00,CHIPS & SNACKS
060410047255,Sour cream & BaconCHIPS & SNACKS,Sour cream & BaconCHIPS & SNACKS,0.00,6.09,13.00,CHIPS & SNACKS
060410047248,Sour cream & Onion CHIPS & SNACKS,Sour cream & Onion CHIPS & SNACKS,3.17,6.22,13.00,CHIPS & SNACKS
060410047644,sour cream and onion small,sour cream and onion small,0.00,2.70,13.00,CHIPS & SNACKS
757528051143,TAKIES BLUE HEAT,TAKIES BLUE HEAT,0.00,4.51,13.00,CHIPS & SNACKS
757528050511,Takis int. nacho,Takis int. nacho,0.00,4.51,13.00,CHIPS & SNACKS
614156061527,Uncle Rays BBQ CHIPS & SNACKS 130g,Uncle Rays BBQ CHIPS & SNACKS 130g,0.00,2.83,13.00,CHIPS & SNACKS
614156061503,Uncle Rays potato CHIPS & SNACKS 130g,Uncle Rays potato CHIPS & SNACKS 130g,0.00,2.83,13.00,CHIPS & SNACKS
614156061510,Uncle Rays Ripple 130g,Uncle Rays Ripple 130g,0.00,2.83,13.00,CHIPS & SNACKS
626233743202,big daddy bisc,big daddy bisc,0.00,3.11,13.00,COOKIES
055598622103,La Petite Danish,La Petite Danish,0.00,2.83,13.00,COOKIES
